var,value_type,dataset_id,var_label
I10_PR3,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 3
I10_PR4,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 4
I10_PR5,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 5
I10_PR6,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 6
I10_PR7,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 7
I10_PR8,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 8
I10_PR9,string,NE_SID_2017_CORE,ICD-10-PCS Procedure 9
I10_PROCTYPE,int32,NE_SID_2017_CORE,ICD-10-PCS Procedure type indicator
KEY,double,NE_SID_2017_CORE,HCUP record identifier
LOS,int32,NE_SID_2017_CORE,Length of stay (cleaned)
LOS_X,int32,NE_SID_2017_CORE,Length of stay (as received from source)
MDC,int32,NE_SID_2017_CORE,MDC in effect on discharge date
MDC_NoPOA,int32,NE_SID_2017_CORE,"MDC in use on discharge date, calculated without POA"
MEDINCSTQ,int32,NE_SID_2017_CORE,Median household income state quartile for patient ZIP Code
OS_TIME,double,NE_SID_2017_CORE,Observation stay time summed from UNITS
PAY1,int32,NE_SID_2017_CORE,Primary expected payer (uniform)
PAY1_X,string,NE_SID_2017_CORE,Primary expected payer (as received from source)
PAY2,int32,NE_SID_2017_CORE,Secondary expected payer (uniform)
PAY2_X,string,NE_SID_2017_CORE,Secondary expected payer (as received from source)
PAY3,int32,NE_SID_2017_CORE,Tertiary expected payer (uniform)
PAY3_X,string,NE_SID_2017_CORE,Tertiary expected payer (as received from source)
PL_CBSA,int32,NE_SID_2017_CORE,Patient location: Core Based Statistical Area (CBSA)
PL_NCHS,int32,NE_SID_2017_CORE,Patient Location: NCHS Urban-Rural Code
PL_RUCC,int32,NE_SID_2017_CORE,Patient location: Rural-Urban Continuum Codes(RUCC)
PL_UIC,int32,NE_SID_2017_CORE,Patient location: Urban Influence Codes
PL_UR_CAT4,int32,NE_SID_2017_CORE,Patient Location: Urban-Rural 4 Categories
POA_Disch_Edit1,int32,NE_SID_2017_CORE,Discharge has POA missing on all nonexempt diagnoses
POA_Disch_Edit2,int32,NE_SID_2017_CORE,Discharge has POA missing on all nonexempt secondary diagnoses
POA_Hosp_Edit1,int32,NE_SID_2017_CORE,Hospital reported POA as Y on all diagnoses on all discharges
POA_Hosp_Edit2,int32,NE_SID_2017_CORE,Hospital reported POA as missing on all non-Medicare discharges
POA_Hosp_Edit3,int32,NE_SID_2017_CORE,Hospital reported POA as missing on all nonexempt diagnoses for 15% or more of d
POA_Hosp_Edit3_Value,double,NE_SID_2017_CORE,Percentage of discharges with all nonexempt diagnoses missing POA indicators
PRDAY1,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR1
PRDAY10,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR10
PRDAY11,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR11
PRDAY12,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR12
PRDAY13,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR13
PRDAY14,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR14
PRDAY15,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR15
PRDAY2,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR2
PRDAY3,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR3
PRDAY4,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR4
PRDAY5,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR5
PRDAY6,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR6
PRDAY7,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR7
PRDAY8,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR8
PRDAY9,int32,NE_SID_2017_CORE,Number of days from admission to I10_PR9
PRMONTH1,int32,NE_SID_2017_CORE,Month of procedure 1
PRMONTH10,int32,NE_SID_2017_CORE,Month of procedure 10
PRMONTH11,int32,NE_SID_2017_CORE,Month of procedure 11
PRMONTH12,int32,NE_SID_2017_CORE,Month of procedure 12
PRMONTH13,int32,NE_SID_2017_CORE,Month of procedure 13
PRMONTH14,int32,NE_SID_2017_CORE,Month of procedure 14
PRMONTH15,int32,NE_SID_2017_CORE,Month of procedure 15
PRMONTH2,int32,NE_SID_2017_CORE,Month of procedure 2
PRMONTH3,int32,NE_SID_2017_CORE,Month of procedure 3
PRMONTH4,int32,NE_SID_2017_CORE,Month of procedure 4
PRMONTH5,int32,NE_SID_2017_CORE,Month of procedure 5
PRMONTH6,int32,NE_SID_2017_CORE,Month of procedure 6
PRMONTH7,int32,NE_SID_2017_CORE,Month of procedure 7
PRMONTH8,int32,NE_SID_2017_CORE,Month of procedure 8
PRMONTH9,int32,NE_SID_2017_CORE,Month of procedure 9
PRVER,int32,NE_SID_2017_CORE,Procedure Version
PRYEAR1,int32,NE_SID_2017_CORE,Year of procedure 1
PRYEAR10,int32,NE_SID_2017_CORE,Year of procedure 10
PRYEAR11,int32,NE_SID_2017_CORE,Year of procedure 11
PRYEAR12,int32,NE_SID_2017_CORE,Year of procedure 12
PRYEAR13,int32,NE_SID_2017_CORE,Year of procedure 13
PRYEAR14,int32,NE_SID_2017_CORE,Year of procedure 14
PRYEAR15,int32,NE_SID_2017_CORE,Year of procedure 15
PRYEAR2,int32,NE_SID_2017_CORE,Year of procedure 2
PRYEAR3,int32,NE_SID_2017_CORE,Year of procedure 3
PRYEAR4,int32,NE_SID_2017_CORE,Year of procedure 4
PRYEAR5,int32,NE_SID_2017_CORE,Year of procedure 5
PRYEAR6,int32,NE_SID_2017_CORE,Year of procedure 6
PRYEAR7,int32,NE_SID_2017_CORE,Year of procedure 7
PRYEAR8,int32,NE_SID_2017_CORE,Year of procedure 8
PRYEAR9,int32,NE_SID_2017_CORE,Year of procedure 9
PSTATE,string,NE_SID_2017_CORE,Patient State postal code
PSTCO2,int32,NE_SID_2017_CORE,"Patient state/county FIPS code, possibly derived from ZIP Code"
PointOfOriginUB04,string,NE_SID_2017_CORE,"Point of origin for admission or visit, UB-04 standard coding"
PointOfOrigin_X,string,NE_SID_2017_CORE,"Point of origin for admission or visit, as received from source"
TOTCHG,double,NE_SID_2017_CORE,Total charges (cleaned)
TOTCHG_X,double,NE_SID_2017_CORE,Total charges (as received from source)
TOWN,string,NE_SID_2017_CORE,Patient town of residence (as received from source)
TRAN_IN,int32,NE_SID_2017_CORE,Transfer in indicator
TRAN_OUT,int32,NE_SID_2017_CORE,Transfer out indicator
VisitLink,int32,NE_SID_2017_CORE,Visit linkage variable
YEAR,int32,NE_SID_2017_CORE,Calendar year
ZIP,string,NE_SID_2017_CORE,Patient ZIP Code
ZIP3,string,NE_SID_2017_CORE,"Patient ZIP Code, first 3 digits"
ZIPINC_QRTL,int32,NE_SID_2017_CORE,Median household income national quartile for patient ZIP Code
CHARGE,double,NE_SID_2018_CHGS,Line item charges (as received from source)
CHARGE,double,NE_SID_2018_CHGS,Line item charges (as received from source)
KEY,double,NE_SID_2018_CHGS,HCUP record identifier
REVCODE,string,NE_SID_2018_CHGS,Line item revenue code (as received from source)
UNITS,double,NE_SID_2018_CHGS,Line item units (as received from source)
AGE,int32,NE_SID_2018_CORE,Age in years at admission
AGEDAY,int32,NE_SID_2018_CORE,Age in days (when age < 1 year)
AGEMONTH,int32,NE_SID_2018_CORE,Age in months (when age < 11 years)
AHOUR,int32,NE_SID_2018_CORE,Admission Hour
AMONTH,int32,NE_SID_2018_CORE,Admission month
ATYPE,int32,NE_SID_2018_CORE,Admission type
AWEEKEND,int32,NE_SID_2018_CORE,Admission day is a weekend
AYEAR,int32,NE_SID_2018_CORE,Admission year
BILLTYPE,string,NE_SID_2018_CORE,"Type of bill, UB-04 coding"
BLOOD,int32,NE_SID_2018_CORE,Pints of blood furnished to the patient
BMONTH,int32,NE_SID_2018_CORE,Birth month
BYEAR,int32,NE_SID_2018_CORE,Birth year
DHOUR,int32,NE_SID_2018_CORE,Discharge Hour
DIED,int32,NE_SID_2018_CORE,Died during hospitalization
DISPUB04,int32,NE_SID_2018_CORE,Disposition of patient (UB-04 standard coding)
DISPUNIFORM,int32,NE_SID_2018_CORE,Disposition of patient (uniform)
DISP_X,string,NE_SID_2018_CORE,Disposition of patient (as received from source)
DMONTH,int32,NE_SID_2018_CORE,Discharge month
DQTR,int32,NE_SID_2018_CORE,Discharge quarter
DRG,int32,NE_SID_2018_CORE,DRG in effect on discharge date
DRGVER,int32,NE_SID_2018_CORE,DRG grouper version used on discharge date
DRG_NoPOA,int32,NE_SID_2018_CORE,"DRG in use on discharge date, calculated without POA"
DXPOA1,string,NE_SID_2018_CORE,"Diagnosis 1, present on admission indicator"
DXPOA10,string,NE_SID_2018_CORE,"Diagnosis 10, present on admission indicator"
DXPOA11,string,NE_SID_2018_CORE,"Diagnosis 11, present on admission indicator"
DXPOA12,string,NE_SID_2018_CORE,"Diagnosis 12, present on admission indicator"
DXPOA13,string,NE_SID_2018_CORE,"Diagnosis 13, present on admission indicator"
DXPOA14,string,NE_SID_2018_CORE,"Diagnosis 14, present on admission indicator"
DXPOA15,string,NE_SID_2018_CORE,"Diagnosis 15, present on admission indicator"
DXPOA16,string,NE_SID_2018_CORE,"Diagnosis 16, present on admission indicator"
DXPOA17,string,NE_SID_2018_CORE,"Diagnosis 17, present on admission indicator"
DXPOA18,string,NE_SID_2018_CORE,"Diagnosis 18, present on admission indicator"
DXPOA19,string,NE_SID_2018_CORE,"Diagnosis 19, present on admission indicator"
DXPOA2,string,NE_SID_2018_CORE,"Diagnosis 2, present on admission indicator"
DXPOA20,string,NE_SID_2018_CORE,"Diagnosis 20, present on admission indicator"
DXPOA21,string,NE_SID_2018_CORE,"Diagnosis 21, present on admission indicator"
DXPOA22,string,NE_SID_2018_CORE,"Diagnosis 22, present on admission indicator"
DXPOA23,string,NE_SID_2018_CORE,"Diagnosis 23, present on admission indicator"
DXPOA24,string,NE_SID_2018_CORE,"Diagnosis 24, present on admission indicator"
DXPOA25,string,NE_SID_2018_CORE,"Diagnosis 25, present on admission indicator"
DXPOA3,string,NE_SID_2018_CORE,"Diagnosis 3, present on admission indicator"
DXPOA4,string,NE_SID_2018_CORE,"Diagnosis 4, present on admission indicator"
DXPOA5,string,NE_SID_2018_CORE,"Diagnosis 5, present on admission indicator"
DXPOA6,string,NE_SID_2018_CORE,"Diagnosis 6, present on admission indicator"
DXPOA7,string,NE_SID_2018_CORE,"Diagnosis 7, present on admission indicator"
DXPOA8,string,NE_SID_2018_CORE,"Diagnosis 8, present on admission indicator"
DXPOA9,string,NE_SID_2018_CORE,"Diagnosis 9, present on admission indicator"
DaysToEvent,int32,NE_SID_2018_CORE,Days from 'start date' to admission
FEMALE,int32,NE_SID_2018_CORE,Indicator of sex
HCUP_ED,int32,NE_SID_2018_CORE,HCUP Emergency Department service indicator
HCUP_OS,int32,NE_SID_2018_CORE,HCUP Observation Stay service indicator
HOSPST,string,NE_SID_2018_CORE,Hospital state postal code
I10_DX1,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 1
I10_DX10,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 10
I10_DX11,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 11
I10_DX12,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 12
I10_DX13,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 13
I10_DX14,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 14
I10_DX15,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 15
I10_DX16,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 16
I10_DX17,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 17
I10_DX18,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 18
I10_DX19,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 19
I10_DX2,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 2
I10_DX20,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 20
I10_DX21,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 21
I10_DX22,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 22
I10_DX23,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 23
I10_DX24,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 24
I10_DX25,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 25
I10_DX26,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 26
I10_DX3,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 3
I10_DX4,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 4
I10_DX5,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 5
I10_DX6,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 6
I10_DX7,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 7
I10_DX8,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 8
I10_DX9,string,NE_SID_2018_CORE,ICD-10-CM Diagnosis 9
I10_DX_Admitting,string,NE_SID_2018_CORE,ICD-10-CM Admitting Diagnosis Code
I10_NDX,int32,NE_SID_2018_CORE,ICD-10-CM Number of diagnoses on this record
I10_NPR,int32,NE_SID_2018_CORE,ICD-10-PCS Number of procedures on this record
I10_PR1,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 1
I10_PR10,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 10
I10_PR11,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 11
I10_PR12,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 12
I10_PR13,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 13
I10_PR14,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 14
I10_PR15,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 15
I10_PR2,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 2
I10_PR3,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 3
I10_PR4,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 4
I10_PR5,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 5
I10_PR6,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 6
I10_PR7,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 7
I10_PR8,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 8
I10_PR9,string,NE_SID_2018_CORE,ICD-10-PCS Procedure 9
I10_PROCTYPE,int32,NE_SID_2018_CORE,ICD-10-PCS Procedure type indicator
KEY,double,NE_SID_2018_CORE,HCUP record identifier
LOS,int32,NE_SID_2018_CORE,Length of stay (cleaned)
LOS_X,int32,NE_SID_2018_CORE,Length of stay (as received from source)
MDC,int32,NE_SID_2018_CORE,MDC in effect on discharge date
MDC_NoPOA,int32,NE_SID_2018_CORE,"MDC in use on discharge date, calculated without POA"
MEDINCSTQ,int32,NE_SID_2018_CORE,Median household income state quartile for patient ZIP Code
OS_TIME,double,NE_SID_2018_CORE,Observation stay time summed from UNITS
PAY1,int32,NE_SID_2018_CORE,Primary expected payer (uniform)
PAY1_X,string,NE_SID_2018_CORE,Primary expected payer (as received from source)
PAY2,int32,NE_SID_2018_CORE,Secondary expected payer (uniform)
PAY2_X,string,NE_SID_2018_CORE,Secondary expected payer (as received from source)
PAY3,int32,NE_SID_2018_CORE,Tertiary expected payer (uniform)
PAY3_X,string,NE_SID_2018_CORE,Tertiary expected payer (as received from source)
PL_CBSA,int32,NE_SID_2018_CORE,Patient location: Core Based Statistical Area (CBSA)
PL_NCHS,int32,NE_SID_2018_CORE,Patient Location: NCHS Urban-Rural Code
PL_RUCC,int32,NE_SID_2018_CORE,Patient location: Rural-Urban Continuum Codes (RUCC)
PL_UIC,int32,NE_SID_2018_CORE,Patient location: Urban Influence Codes
PL_UR_CAT4,int32,NE_SID_2018_CORE,Patient Location: Urban-Rural 4 Categories
POA_Disch_Edit1,int32,NE_SID_2018_CORE,Discharge has POA missing on all nonexempt diagnoses
POA_Disch_Edit2,int32,NE_SID_2018_CORE,Discharge has POA missing on all nonexempt secondary diagnoses
POA_Hosp_Edit1,int32,NE_SID_2018_CORE,Hospital reported POA as Y on all diagnoses on all discharges
POA_Hosp_Edit2,int32,NE_SID_2018_CORE,Hospital reported POA as missing on all non-Medicare discharges
POA_Hosp_Edit3,int32,NE_SID_2018_CORE,Hospital reported POA as missing on all nonexempt diagnoses for 15% or more of d
POA_Hosp_Edit3_Value,double,NE_SID_2018_CORE,Percentage of discharges with all nonexempt diagnoses missing POA indicators
PRDAY1,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR1
PRDAY10,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR10
PRDAY11,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR11
PRDAY12,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR12
PRDAY13,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR13
PRDAY14,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR14
PRDAY15,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR15
PRDAY2,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR2
PRDAY3,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR3
PRDAY4,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR4
PRDAY5,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR5
PRDAY6,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR6
PRDAY7,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR7
PRDAY8,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR8
PRDAY9,int32,NE_SID_2018_CORE,Number of days from admission to I10_PR9
PRMONTH1,int32,NE_SID_2018_CORE,Month of procedure 1
PRMONTH10,int32,NE_SID_2018_CORE,Month of procedure 10
PRMONTH11,int32,NE_SID_2018_CORE,Month of procedure 11
PRMONTH12,int32,NE_SID_2018_CORE,Month of procedure 12
PRMONTH13,int32,NE_SID_2018_CORE,Month of procedure 13
PRMONTH14,int32,NE_SID_2018_CORE,Month of procedure 14
PRMONTH15,int32,NE_SID_2018_CORE,Month of procedure 15
PRMONTH2,int32,NE_SID_2018_CORE,Month of procedure 2
PRMONTH3,int32,NE_SID_2018_CORE,Month of procedure 3
PRMONTH4,int32,NE_SID_2018_CORE,Month of procedure 4
PRMONTH5,int32,NE_SID_2018_CORE,Month of procedure 5
PRMONTH6,int32,NE_SID_2018_CORE,Month of procedure 6
PRMONTH7,int32,NE_SID_2018_CORE,Month of procedure 7
PRMONTH8,int32,NE_SID_2018_CORE,Month of procedure 8
PRMONTH9,int32,NE_SID_2018_CORE,Month of procedure 9
PRYEAR1,int32,NE_SID_2018_CORE,Year of procedure 1
PRYEAR10,int32,NE_SID_2018_CORE,Year of procedure 10
PRYEAR11,int32,NE_SID_2018_CORE,Year of procedure 11
PRYEAR12,int32,NE_SID_2018_CORE,Year of procedure 12
PRYEAR13,int32,NE_SID_2018_CORE,Year of procedure 13
PRYEAR14,int32,NE_SID_2018_CORE,Year of procedure 14
PRYEAR15,int32,NE_SID_2018_CORE,Year of procedure 15
PRYEAR2,int32,NE_SID_2018_CORE,Year of procedure 2
PRYEAR3,int32,NE_SID_2018_CORE,Year of procedure 3
PRYEAR4,int32,NE_SID_2018_CORE,Year of procedure 4
PRYEAR5,int32,NE_SID_2018_CORE,Year of procedure 5
PRYEAR6,int32,NE_SID_2018_CORE,Year of procedure 6
PRYEAR7,int32,NE_SID_2018_CORE,Year of procedure 7
PRYEAR8,int32,NE_SID_2018_CORE,Year of procedure 8
PRYEAR9,int32,NE_SID_2018_CORE,Year of procedure 9
PSTATE,string,NE_SID_2018_CORE,Patient State postal code
PSTCO,int32,NE_SID_2018_CORE,Patient state/county FIPS code
PSTCO2,int32,NE_SID_2018_CORE,"Patient state/county FIPS code, possibly derived from ZIP Code"
PointOfOriginUB04,string,NE_SID_2018_CORE,"Point of origin for admission or visit, UB-04 standard coding"
PointOfOrigin_X,string,NE_SID_2018_CORE,"Point of origin for admission or visit, as received from source"
TOTCHG,double,NE_SID_2018_CORE,Total charges (cleaned)
TOTCHG_X,double,NE_SID_2018_CORE,Total charges (as received from source)
TOWN,string,NE_SID_2018_CORE,Patient town of residence (as received from source)
TRAN_IN,int32,NE_SID_2018_CORE,Transfer in indicator
TRAN_OUT,int32,NE_SID_2018_CORE,Transfer out indicator
VisitLink,int32,NE_SID_2018_CORE,Visit linkage variable
YEAR,int32,NE_SID_2018_CORE,Calendar year
ZIP,string,NE_SID_2018_CORE,Patient ZIP Code
ZIP3,string,NE_SID_2018_CORE,"Patient ZIP Code, first 3 digits"
ZIPINC_QRTL,int32,NE_SID_2018_CORE,Median household income national quartile for patient ZIP Code
CHARGE,double,NE_SID_2019_CHGS,Line item charges (as received from source)
CHARGE,double,NE_SID_2019_CHGS,Line item charges (as received from source)
KEY,double,NE_SID_2019_CHGS,HCUP record identifier
REVCODE,string,NE_SID_2019_CHGS,Line item revenue code (as received from source)
UNITS,double,NE_SID_2019_CHGS,Line item units (as received from source)
AGE,int32,NE_SID_2019_CORE,Age in years at admission
AGEDAY,int32,NE_SID_2019_CORE,Age in days (when age < 1 year)
AGEMONTH,int32,NE_SID_2019_CORE,Age in months (when age < 11 years)
AHOUR,int32,NE_SID_2019_CORE,Admission Hour
AMONTH,int32,NE_SID_2019_CORE,Admission month
ATYPE,int32,NE_SID_2019_CORE,Admission type
AWEEKEND,int32,NE_SID_2019_CORE,Admission day is a weekend
AYEAR,int32,NE_SID_2019_CORE,Admission year
BILLTYPE,string,NE_SID_2019_CORE,"Type of bill, UB-04 coding"
BMONTH,int32,NE_SID_2019_CORE,Birth month
BYEAR,int32,NE_SID_2019_CORE,Birth year
DHOUR,int32,NE_SID_2019_CORE,Discharge Hour
DIED,int32,NE_SID_2019_CORE,Died during hospitalization
DISPUB04,int32,NE_SID_2019_CORE,Disposition of patient (UB-04 standard coding)
DISPUNIFORM,int32,NE_SID_2019_CORE,Disposition of patient (uniform)
DISP_X,string,NE_SID_2019_CORE,Disposition of patient (as received from source)
DMONTH,int32,NE_SID_2019_CORE,Discharge month
DQTR,int32,NE_SID_2019_CORE,Discharge quarter
DRG,int32,NE_SID_2019_CORE,DRG in effect on discharge date
DRGVER,int32,NE_SID_2019_CORE,DRG grouper version used on discharge date
DRG_NoPOA,int32,NE_SID_2019_CORE,"DRG in use on discharge date, calculated without POA"
DXPOA1,string,NE_SID_2019_CORE,"Diagnosis 1, present on admission indicator"
DXPOA10,string,NE_SID_2019_CORE,"Diagnosis 10, present on admission indicator"
DXPOA11,string,NE_SID_2019_CORE,"Diagnosis 11, present on admission indicator"
DXPOA12,string,NE_SID_2019_CORE,"Diagnosis 12, present on admission indicator"
DXPOA13,string,NE_SID_2019_CORE,"Diagnosis 13, present on admission indicator"
DXPOA14,string,NE_SID_2019_CORE,"Diagnosis 14, present on admission indicator"
DXPOA15,string,NE_SID_2019_CORE,"Diagnosis 15, present on admission indicator"
DXPOA16,string,NE_SID_2019_CORE,"Diagnosis 16, present on admission indicator"
DXPOA17,string,NE_SID_2019_CORE,"Diagnosis 17, present on admission indicator"
DXPOA18,string,NE_SID_2019_CORE,"Diagnosis 18, present on admission indicator"
DXPOA19,string,NE_SID_2019_CORE,"Diagnosis 19, present on admission indicator"
DXPOA2,string,NE_SID_2019_CORE,"Diagnosis 2, present on admission indicator"
DXPOA20,string,NE_SID_2019_CORE,"Diagnosis 20, present on admission indicator"
DXPOA21,string,NE_SID_2019_CORE,"Diagnosis 21, present on admission indicator"
DXPOA22,string,NE_SID_2019_CORE,"Diagnosis 22, present on admission indicator"
DXPOA23,string,NE_SID_2019_CORE,"Diagnosis 23, present on admission indicator"
DXPOA24,string,NE_SID_2019_CORE,"Diagnosis 24, present on admission indicator"
DXPOA25,string,NE_SID_2019_CORE,"Diagnosis 25, present on admission indicator"
DXPOA3,string,NE_SID_2019_CORE,"Diagnosis 3, present on admission indicator"
DXPOA4,string,NE_SID_2019_CORE,"Diagnosis 4, present on admission indicator"
DXPOA5,string,NE_SID_2019_CORE,"Diagnosis 5, present on admission indicator"
DXPOA6,string,NE_SID_2019_CORE,"Diagnosis 6, present on admission indicator"
DXPOA7,string,NE_SID_2019_CORE,"Diagnosis 7, present on admission indicator"
DXPOA8,string,NE_SID_2019_CORE,"Diagnosis 8, present on admission indicator"
DXPOA9,string,NE_SID_2019_CORE,"Diagnosis 9, present on admission indicator"
DaysToEvent,int32,NE_SID_2019_CORE,Days from 'start date' to admission
FEMALE,int32,NE_SID_2019_CORE,Indicator of sex
HCUP_ED,int32,NE_SID_2019_CORE,HCUP Emergency Department service indicator
HCUP_OS,int32,NE_SID_2019_CORE,HCUP Observation Stay service indicator
HOSPST,string,NE_SID_2019_CORE,Hospital state postal code
I10_BIRTH,int32,NE_SID_2019_CORE,ICD-10-CM Birth Indicator
I10_DELIVERY,int32,NE_SID_2019_CORE,ICD-10-CM Delivery Indicator
I10_DX1,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 1
I10_DX10,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 10
I10_DX11,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 11
I10_DX12,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 12
I10_DX13,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 13
I10_DX14,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 14
I10_DX15,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 15
I10_DX16,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 16
I10_DX17,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 17
I10_DX18,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 18
I10_DX19,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 19
I10_DX2,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 2
I10_DX20,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 20
I10_DX21,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 21
I10_DX22,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 22
I10_DX23,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 23
I10_DX24,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 24
I10_DX25,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 25
I10_DX26,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 26
I10_DX3,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 3
I10_DX4,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 4
I10_DX5,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 5
I10_DX6,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 6
I10_DX7,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 7
I10_DX8,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 8
I10_DX9,string,NE_SID_2019_CORE,ICD-10-CM Diagnosis 9
I10_DX_Admitting,string,NE_SID_2019_CORE,ICD-10-CM Admitting Diagnosis Code
I10_NDX,int32,NE_SID_2019_CORE,ICD-10-CM Number of diagnoses on this record
I10_NPR,int32,NE_SID_2019_CORE,ICD-10-PCS Number of procedures on this record
I10_ORPROC,int32,NE_SID_2019_CORE,ICD-10-PCS Major operating room procedure indicator
I10_PR1,string,NE_SID_2019_CORE,ICD-10-PCS Procedure 1
I10_PR10,string,NE_SID_2019_CORE,ICD-10-PCS Procedure 10
I10_PR11,string,NE_SID_2019_CORE,ICD-10-PCS Procedure 11
I10_PR12,string,NE_SID_2019_CORE,ICD-10-PCS Procedure 12
I10_PR13,string,NE_SID_2019_CORE,ICD-10-PCS Procedure 13
I10_PR14,string,NE_SID_2019_CORE,ICD-10-PCS Procedure 14
